temperature,signal
5.01156514,5766.0
5.024695423,5868.0
5.037825705,5716.0
5.050955988,5692.0
5.064086271,5724.0
5.077216553,5763.0
5.090346836,5651.0
5.103477119,5759.0
5.116607401,5614.0
5.129737684,5580.0
5.142867967,5552.0
5.155998249,5601.0
5.169128532,5547.0
5.182258815,5557.0
5.195389097,5378.0
5.20851938,5456.0
5.221649663,5374.0
5.234779946,5451.0
5.247910228,5339.0
5.261040511,5340.0
5.274170794,5370.0
5.287301076,5234.0
5.300431359,5363.0
5.313561642,5242.0
5.326691924,5252.0
5.339822207,5176.0
5.35295249,5164.0
5.366082772,5054.0
5.379213055,5309.0
5.392343338,5112.0
5.40547362,5063.0
5.418603903,5179.0
5.431734186,5085.0
5.444864468,5045.0
5.457994751,4985.0
5.471125034,5185.0
5.484255316,5139.0
5.497385599,5024.0
5.510515882,5106.0
5.523646164,4965.0
5.536776447,4803.0
5.54990673,4869.0
5.563037012,4833.0
5.576167295,4838.0
5.589297578,4813.0
5.60242786,4899.0
5.615558143,4955.0
5.628688426,4787.0
5.641818708,4744.0
5.654948991,4662.0
5.668079274,4690.0
5.681209557,4738.0
5.694339839,4757.0
5.707470122,4739.0
5.720600405,4806.0
5.733730687,4772.0
5.74686097,4619.0
5.759991253,4424.0
5.773121535,4688.0
5.786251818,4675.0
5.799382101,4539.0
5.812512383,4454.0
5.825642666,4422.0
5.838772949,4612.0
5.851903231,4599.0
5.865033514,4526.0
5.878163797,4456.0
5.891294079,4347.0
5.904424362,4440.0
5.917554645,4369.0
5.930684927,4399.0
5.94381521,4291.0
5.956945493,4465.0
5.970075775,4377.0
5.983206058,4397.0
5.996336341,4429.0
6.009466623,4303.0
6.022596906,4238.0
6.035727189,4375.0
6.048857471,4131.0
6.061987754,4223.0
6.075118037,4254.0
6.088248319,4263.0
6.101378602,4304.0
6.114508885,4174.0
6.127639168,4158.0
6.14076945,4166.0
6.153899733,4211.0
6.167030016,4205.0
6.180160298,4080.0
6.193290581,4166.0
6.206420864,3962.0
6.219551146,3963.0
6.232681429,3997.0
6.245811712,3968.0
6.258941994,4055.0
6.272072277,4009.0
6.28520256,3868.0
6.298332842,3983.0
6.311463125,3996.0
6.324593408,3962.0
6.33772369,3875.0
6.350853973,4037.0
6.363984256,3844.0
6.377114538,3941.0
6.390244821,3918.0
6.403375104,3745.0
6.416505386,3883.0
6.429635669,3797.0
6.442765952,3778.0
6.455896234,3824.0
6.469026517,3712.0
6.4821568,3870.0
6.495287082,3723.0
6.508417365,3656.0
6.521547648,3660.0
6.53467793,3727.0
6.547808213,3745.0
6.560938496,3684.0
6.574068779,3731.0
6.587199061,3617.0
6.600329344,3680.0
6.613459627,3685.0
6.626589909,3643.0
6.639720192,3683.0
6.652850475,3657.0
6.665980757,3657.0
6.67911104,3622.0
6.692241323,3608.0
6.705371605,3636.0
6.718501888,3611.0
6.731632171,3670.0
6.744762453,3493.0
6.757892736,3591.0
6.771023019,3613.0
6.784153301,3555.0
6.797283584,3484.0
6.810413867,3533.0
6.823544149,3570.0
6.836674432,3555.0
6.849804715,3463.0
6.862934997,3429.0
6.87606528,3474.0
6.889195563,3433.0
6.902325845,3494.0
6.915456128,3432.0
6.928586411,3444.0
6.941716693,3486.0
6.954846976,3416.0
6.967977259,3306.0
6.981107542,3389.0
6.994237824,3342.0
7.007368107,3351.0
7.02049839,3370.0
7.033628672,3274.0
7.046758955,3342.0
7.059889238,3262.0
7.07301952,3342.0
7.086149803,3176.0
7.099280086,3325.0
7.112410368,3313.0
7.125540651,3223.0
7.138670934,3181.0
7.151801216,3229.0
7.164931499,3319.0
7.178061782,3240.0
7.191192064,3213.0
7.204322347,3182.0
7.21745263,3217.0
7.230582912,3117.0
7.243713195,3006.0
7.256843478,3127.0
7.26997376,3120.0
7.283104043,3229.0
7.296234326,3094.0
7.309364608,3086.0
7.322494891,3078.0
7.335625174,3025.0
7.348755456,3035.0
7.361885739,3098.0
7.375016022,3110.0
7.388146304,3096.0
7.401276587,3014.0
7.41440687,3083.0
7.427537153,3003.0
7.440667435,3123.0
7.453797718,3042.0
7.466928001,2968.0
7.480058283,2943.0
7.493188566,3084.0
7.506318849,2979.0
7.519449131,2915.0
7.532579414,2982.0
7.545709697,3049.0
7.558839979,3002.0
7.571970262,2944.0
7.585100545,3003.0
7.598230827,2981.0
7.61136111,2949.0
7.624491393,2952.0
7.637621675,2897.0
7.650751958,2919.0
7.663882241,2897.0
7.677012523,2958.0
7.690142806,2903.0
7.703273089,2910.0
7.716403371,2922.0
7.729533654,2866.0
7.742663937,2761.0
7.755794219,2869.0
7.768924502,2857.0
7.782054785,2757.0
7.795185067,2794.0
7.80831535,2904.0
7.821445633,2806.0
7.834575915,2787.0
7.847706198,2854.0
7.860836481,2724.0
7.873966764,2912.0
7.887097046,2823.0
7.900227329,2806.0
7.913357612,2830.0
7.926487894,2758.0
7.939618177,2707.0
7.95274846,2792.0
7.965878742,2769.0
7.979009025,2732.0
7.992139308,2671.0
8.00526959,2694.0
8.018399873,2742.0
8.031530156,2713.0
8.044660438,2827.0
8.057790721,2672.0
8.070921004,2727.0
8.084051286,2667.0
8.097181569,2735.0
8.110311852,2710.0
8.123442134,2650.0
8.136572417,2602.0
8.1497027,2710.0
8.162832982,2711.0
8.175963265,2597.0
8.189093548,2662.0
8.20222383,2600.0
8.215354113,2685.0
8.228484396,2664.0
8.241614678,2683.0
8.254744961,2629.0
8.267875244,2622.0
8.281005527,2685.0
8.294135809,2627.0
8.307266092,2606.0
8.320396375,2643.0
8.333526657,2557.0
8.34665694,2563.0
8.359787223,2575.0
8.372917505,2618.0
8.386047788,2537.0
8.399178071,2552.0
8.412308353,2615.0
8.425438636,2419.0
8.438568919,2698.0
8.451699201,2498.0
8.464829484,2554.0
8.477959767,2458.0
8.491090049,2620.0
8.504220332,2511.0
8.517350615,2435.0
8.530480897,2510.0
8.54361118,2468.0
8.556741463,2501.0
8.569871745,2539.0
8.583002028,2412.0
8.596132311,2485.0
8.609262593,2494.0
8.622392876,2516.0
8.635523159,2500.0
8.648653441,2445.0
8.661783724,2449.0
8.674914007,2437.0
8.688044289,2465.0
8.701174572,2450.0
8.714304855,2428.0
8.727435138,2474.0
8.74056542,2427.0
8.753695703,2423.0
8.766825986,2410.0
8.779956268,2333.0
8.793086551,2429.0
8.806216834,2418.0
8.819347116,2363.0
8.832477399,2430.0
8.845607682,2346.0
8.858737964,2441.0
8.871868247,2436.0
8.88499853,2430.0
8.898128812,2467.0
8.911259095,2368.0
8.924389378,2320.0
8.93751966,2303.0
8.950649943,2419.0
8.963780226,2370.0
8.976910508,2369.0
8.990040791,2363.0
9.003171074,2401.0
9.016301356,2414.0
9.029431639,2322.0
9.042561922,2344.0
9.055692204,2282.0
9.068822487,2302.0
9.08195277,2376.0
9.095083052,2262.0
9.108213335,2361.0
9.121343618,2396.0
9.1344739,2330.0
9.147604183,2330.0
9.160734466,2396.0
9.173864749,2334.0
9.186995031,2286.0
9.200125314,2285.0
9.213255597,2280.0
9.226385879,2293.0
9.239516162,2372.0
9.252646445,2303.0
9.265776727,2283.0
9.27890701,2272.0
9.292037293,2311.0
9.305167575,2289.0
9.318297858,2323.0
